7.7126518e+01	5.5465076e+02	8.6562729e+01	8.6759900e+02	-1.4927437e+02	3.4625949e+02	7.0340594e+02	-3.9777713e+02	6.3781952e+02	1.1039625e+03	-5.2208472e+02	5.3098553e+02	2.7551910e+02	-1.1632352e+02	-1.3395157e+02	-6.8076147e+02	-7.5549280e+02	1.2897920e+03	-3.0451497e+03	2.5382861e+03
6.2475916e+02	-3.3190982e+02	-3.2076416e+01	5.6387256e+02	-6.7543304e+02	7.6528908e+01	6.1764642e+02	1.1861139e+02	-3.2516278e+02	2.4036977e+02	-4.1288776e+01	2.6077612e+02	-1.1775057e+03	-6.9031964e+02	-2.9063779e+02	-3.7552731e+02	-5.1765601e+02	3.1702402e+02	-1.3295829e+03	4.0395276e+03
-2.6286011e+02	4.4069385e+02	3.8969968e+02	2.3795105e+02	-5.2946313e+02	-9.0050873e+01	-3.7434113e+02	5.8693799e+02	-2.3065646e+02	-2.8301837e+02	2.9788155e+01	2.8385550e+02	-1.6584271e+03	-4.7697589e+02	7.2118530e+02	8.5239420e+00	-1.3798632e+03	-3.0986792e+01	-1.2667699e+03	3.5494937e+03
-6.1082375e+01	2.0044958e+02	-1.3302818e+02	5.3246899e+02	-3.0772479e+02	5.7396549e+01	-2.7698746e+02	-2.7595642e+02	4.7727408e+02	5.5448193e+02	-4.1029587e+02	4.5677460e+02	-2.1933980e+02	-3.5065683e+02	5.3241718e+02	-3.3059146e+02	-9.0367865e+02	1.7700692e+03	-2.4109939e+03	2.4227524e+03
1.5401947e+02	-1.7346252e+02	-4.9406055e+02	-4.3999030e+02	-4.5474545e+02	2.9095087e+02	-1.0195945e+03	-2.0590704e+02	-5.1806116e+02	4.0045242e+02	-2.2283784e+02	4.3484012e+02	-1.0516737e+03	-2.1383961e+02	9.3716034e+01	-2.0103775e+01	-1.2873417e+03	1.0960272e+03	-8.9394995e+02	4.6845806e+03
2.3317371e+02	7.4747139e+01	-4.4556586e+02	-2.2570860e+02	-4.1300296e+02	4.7669238e+02	-5.7836758e+01	2.1011700e+02	3.7513535e+01	5.0526947e+02	-5.7835781e+01	1.5999670e+02	-8.6018176e+02	-9.3203896e+01	-4.4823798e+02	-1.2186660e+03	-1.2966450e+03	2.9047412e+02	-1.4373635e+03	4.8786108e+03
-1.7128793e+02	-2.8851103e+01	2.7029959e+02	6.5551460e+01	4.7928757e+02	3.0755716e+02	-3.6000330e+02	-1.6078548e+02	-2.6998395e+02	6.8281708e+02	4.3131012e+02	8.4222601e+02	-6.5361588e+01	-3.6422641e+02	5.4163171e+02	-8.8311420e+02	-2.1981836e+02	1.6387833e+03	-2.3558118e+03	-4.6614282e+03
-1.7905353e+02	-2.5242230e+02	-1.7523518e+02	-4.9385196e+02	-3.0570082e+01	2.2128596e+02	-2.7287262e+02	-1.3783330e+02	-1.2093669e+03	9.3977106e+02	1.8405704e+01	5.8728210e+02	-7.4271301e+02	5.5831525e+02	-1.1701055e+02	-8.9596443e+01	-1.3911825e+03	2.1997946e+02	-1.4758855e+03	3.9765967e+03
-1.4071854e+02	6.6756470e+02	1.0245532e+02	-3.7810742e+02	-1.8354094e+02	-1.3169233e+03	1.3716129e+02	-6.3842541e+01	-7.9545508e+02	-6.2633984e+02	1.6221748e+02	5.1428879e+01	-8.7472314e+02	1.0127007e+02	-1.2639741e+03	-4.1929401e+02	-1.0494371e+03	-2.3802505e+01	-1.2549900e+03	3.8864341e+03
-2.2896504e+02	-2.9990002e+02	3.7528482e+02	4.1202924e+02	-5.0738426e+01	7.0562390e+02	-2.0870390e+02	4.4538632e+02	9.6116241e+02	-6.1369850e+01	6.4361462e+02	3.8461621e+02	-1.6268237e+03	-3.2092661e+02	-7.0993158e+02	-1.2750618e+03	6.9568024e+02	4.2572760e+02	-7.9795453e+02	4.9237368e+03
-9.6112862e+01	-2.3385085e+02	-2.6147089e+02	-7.2391199e+02	-2.1867621e+02	5.2110132e+02	-1.0688081e+03	1.4860957e+02	2.9897842e+02	4.0200067e+02	-3.3556290e+01	1.3018324e+02	-1.0219720e+03	-2.7718423e+02	-2.1553134e+02	-5.4459076e+02	-9.8523254e+02	6.3013800e+02	-1.0823273e+02	4.5320049e+03
